昵称,性别,时间,点赅,评论,IP属地,"二级评论条数,条数相同说明在同一个人下面",等级,uid,rpid
小鬼九十五,保密,2024-12-08 12:09:50 北京时间,44,研究生就是hn，大学牲也就只是为了缓解就业压力，他们连你的前途都不在乎就更不在乎其他的了，要说有啥在意的，大概也就大四的时候就业率了,安徽,21,6,436722983,248753169553
明动故丰,男,2024-12-08 15:14:54 北京时间,31,回复 @排骨年糕加蛋饼 :谁告诉你不产出gdp，研究生被榨得可狠了，事实上所有的科研都是研究生做的，科学家（导师）负责的的那叫科研管理,北京,21,5,2087579639,249188832624
血色龙吟,男,2024-12-08 15:19:39 北京时间,0,这些就是吸引你们注意力而已,广东,21,5,142332285,248769427009
奥莉玛丽博特,保密,2024-12-08 15:31:04 北京时间,7,[doge]说是读大学有用，其实就是缓解就业压力而已，大部分学的出来社会还是要重新学,广东,21,3,149409876,248770495425
露娜蒂可,保密,2024-12-08 16:16:32 北京时间,0,我怀疑你说的不是研究生[doge_金箍],四川,21,6,13914588,248774098273
柒鹦,女,2024-12-08 17:18:41 北京时间,4,学生是典型的脱产阶级,辽宁,21,3,1835068654,248777711297
麻酱麻酱麻酱,男,2024-12-09 02:14:49 北京时间,1,回复 @柒鹦 :研究生可不是,安徽,21,5,284816167,248791451649
墨竹如水,保密,2024-12-09 03:03:06 北京时间,3,回复 @柒鹦 :研究生脱个毛产啊，干活的多了去了,甘肃,21,6,17053038,249214768736
界如天,男,2024-12-09 03:35:44 北京时间,2,回复 @柒鹦 :研究生不是，研究生类似于以前的学徒，交钱干活学知识,云南,21,6,45525294,248796105153
排骨年糕加蛋饼,女,2024-12-09 03:51:42 北京时间,0,回复 @明动故丰 : 我知道的 ，但是你们的主要身份是学生，靠干活学知识拿文凭的，干活的价值，已经体现在学位证、学历、拿到的学生补贴等等里。超出的价值，体现在老师、学校等上面，跟你们没关系了。就像企业里工作，干活的价值已经体现在自己的工资里。而企业的XX千万/亿的市值，跟普通员工一点关系都没有（除了一些好听的名声）。创造的GDP，也不算在普通员工头上。相反，个人买个面包，消费的GDP才算个人头上,上海,21,6,123786017,249218033712
bili_23901754985,保密,2024-12-09 04:45:26 北京时间,8,回复 @排骨年糕加蛋饼 :可别张口就一棒子把所有研究生打死了，工科研究生干横向企业合作的多了去了，跟正式上班比被压榨的更惨，而且都讲成果转化的；你说的没产出，说大部分本科生这是没意见的,山东,21,5,445333357,248801137697
bili_23901754985,保密,2024-12-09 04:53:44 北京时间,0,就这么说，人活一口气，别人不把自己当回事，那是别人的事，自己不把自己当回事，那口气就没了,山东,21,5,445333357,248801745297
耐刷王蠢脸,男,2024-12-12 10:51:05 北京时间,0,回复 @柒鹦 :研究生免费劳动力，替导师打工,江苏,21,4,396646202,249498596848
耐刷王蠢脸,男,2024-12-12 10:51:38 北京时间,1,回复 @排骨年糕加蛋饼 :工科研究生还脱产啊,江苏,21,4,396646202,249498682976
是玻璃橘子,女,2024-12-13 07:59:50 北京时间,2,回复 @排骨年糕加蛋饼 : 工科研究生是干活的，我了解到有些项目某些大学导师开公司，然后让研究生干活，真不是你认为的那样……,广西,21,5,1621806755,249136305409
明动故丰,男,2024-12-22 01:31:47 北京时间,0,回复 @排骨年糕加蛋饼 :补贴还没学费多，哈哈笑死,北京,21,5,2087579639,250342396240
阿B嘴捂这么严呀,女,2024-12-25 08:32:06 北京时间,0,回复 @明动故丰 :没绷住，是这样的，稍微有点搞头的工科组学生基本996。956都得🙏,江苏,21,5,434517420,250621961072
举办冒烟了xz诶,保密,2024-12-30 11:05:10 北京时间,0,回复 @明动故丰 :做出啥实际成果了，不夸张的说95%以上不是毫无意义的水毕业就是各种杂糅所谓的创新，混毕业拿个证，当真了？,天津,21,3,1112735462,250548339233
九月九日忆战斗兄弟,保密,2025-01-02 07:22:22 北京时间,0,回复 @柒鹦 :研究生脱产个毛线🤣,浙江,21,6,8912172,250788698113
cgheidch,保密,2024-12-08 09:10:19 北京时间,22,明显没经过社会毒打,上海,21,5,15547196,248738323889
排骨年糕加蛋饼,女,2024-12-08 10:01:31 北京时间,80,研究生怎么了，不产出一点GDP。LZ已经比室友清醒一点了，等进入社会，就会发现一个完全不一样的世界,上海,21,6,123786017,249161270336
小鬼九十五,保密,2024-12-08 12:09:50 北京时间,44,研究生就是hn，大学牲也就只是为了缓解就业压力，他们连你的前途都不在乎就更不在乎其他的了，要说有啥在意的，大概也就大四的时候就业率了,安徽,21,6,436722983,248753169553
明动故丰,男,2024-12-08 15:14:54 北京时间,31,回复 @排骨年糕加蛋饼 :谁告诉你不产出gdp，研究生被榨得可狠了，事实上所有的科研都是研究生做的，科学家（导师）负责的的那叫科研管理,北京,21,5,2087579639,249188832624
血色龙吟,男,2024-12-08 15:19:39 北京时间,0,这些就是吸引你们注意力而已,广东,21,5,142332285,248769427009
奥莉玛丽博特,保密,2024-12-08 15:31:04 北京时间,7,[doge]说是读大学有用，其实就是缓解就业压力而已，大部分学的出来社会还是要重新学,广东,21,3,149409876,248770495425
露娜蒂可,保密,2024-12-08 16:16:32 北京时间,0,我怀疑你说的不是研究生[doge_金箍],四川,21,6,13914588,248774098273
柒鹦,女,2024-12-08 17:18:41 北京时间,4,学生是典型的脱产阶级,辽宁,21,3,1835068654,248777711297
麻酱麻酱麻酱,男,2024-12-09 02:14:49 北京时间,1,回复 @柒鹦 :研究生可不是,安徽,21,5,284816167,248791451649
墨竹如水,保密,2024-12-09 03:03:06 北京时间,3,回复 @柒鹦 :研究生脱个毛产啊，干活的多了去了,甘肃,21,6,17053038,249214768736
界如天,男,2024-12-09 03:35:44 北京时间,2,回复 @柒鹦 :研究生不是，研究生类似于以前的学徒，交钱干活学知识,云南,21,6,45525294,248796105153
排骨年糕加蛋饼,女,2024-12-09 03:51:42 北京时间,0,回复 @明动故丰 : 我知道的 ，但是你们的主要身份是学生，靠干活学知识拿文凭的，干活的价值，已经体现在学位证、学历、拿到的学生补贴等等里。超出的价值，体现在老师、学校等上面，跟你们没关系了。就像企业里工作，干活的价值已经体现在自己的工资里。而企业的XX千万/亿的市值，跟普通员工一点关系都没有（除了一些好听的名声）。创造的GDP，也不算在普通员工头上。相反，个人买个面包，消费的GDP才算个人头上,上海,21,6,123786017,249218033712
bili_23901754985,保密,2024-12-09 04:45:26 北京时间,8,回复 @排骨年糕加蛋饼 :可别张口就一棒子把所有研究生打死了，工科研究生干横向企业合作的多了去了，跟正式上班比被压榨的更惨，而且都讲成果转化的；你说的没产出，说大部分本科生这是没意见的,山东,21,5,445333357,248801137697
bili_23901754985,保密,2024-12-09 04:53:44 北京时间,0,就这么说，人活一口气，别人不把自己当回事，那是别人的事，自己不把自己当回事，那口气就没了,山东,21,5,445333357,248801745297
耐刷王蠢脸,男,2024-12-12 10:51:05 北京时间,0,回复 @柒鹦 :研究生免费劳动力，替导师打工,江苏,21,4,396646202,249498596848
耐刷王蠢脸,男,2024-12-12 10:51:38 北京时间,1,回复 @排骨年糕加蛋饼 :工科研究生还脱产啊,江苏,21,4,396646202,249498682976
是玻璃橘子,女,2024-12-13 07:59:50 北京时间,2,回复 @排骨年糕加蛋饼 : 工科研究生是干活的，我了解到有些项目某些大学导师开公司，然后让研究生干活，真不是你认为的那样……,广西,21,5,1621806755,249136305409
明动故丰,男,2024-12-22 01:31:47 北京时间,0,回复 @排骨年糕加蛋饼 :补贴还没学费多，哈哈笑死,北京,21,5,2087579639,250342396240
阿B嘴捂这么严呀,女,2024-12-25 08:32:06 北京时间,0,回复 @明动故丰 :没绷住，是这样的，稍微有点搞头的工科组学生基本996。956都得🙏,江苏,21,5,434517420,250621961072
举办冒烟了xz诶,保密,2024-12-30 11:05:10 北京时间,0,回复 @明动故丰 :做出啥实际成果了，不夸张的说95%以上不是毫无意义的水毕业就是各种杂糅所谓的创新，混毕业拿个证，当真了？,天津,21,3,1112735462,250548339233
九月九日忆战斗兄弟,保密,2025-01-02 07:22:22 北京时间,0,回复 @柒鹦 :研究生脱产个毛线🤣,浙江,21,6,8912172,250788698113
TomDarek89,保密,2024-12-08 06:02:19 北京时间,1,问题从来不是15亿还是4亿，问题在于由奢入简难的问题；当一个社会从15亿掉到4亿的时候，不是社会的大崩溃的时候吗,美国,17,5,1059495114,249142547984
-在-人-间-,保密,2024-12-08 06:08:45 北京时间,17,回复 @TomDarek89 :那也不是你该操心的,甘肃,17,5,315610317,249143028256
TomDarek89,保密,2024-12-08 06:30:28 北京时间,2,回复 @-在-人-间- :那也不用你来管我操心什么,美国,17,5,1059495114,249144764512
clown388,保密,2024-12-08 09:31:08 北京时间,19,回复 @TomDarek89 :你们很多人都以为人口下降那么快吗？14亿变成4亿，差不多要要100年[笑哭]你根本都看不到那个时候,广东,17,4,416156483,248739972545
-在-人-间-,保密,2024-12-08 15:31:26 北京时间,4,回复 @TomDarek89 :这事是操心就能解决的吗？社会到那一步了，人口不可扭转。,甘肃,17,5,315610317,249190230800
逃离横滨的乡下人,男,2024-12-09 03:49:58 北京时间,9,回复 @TomDarek89 :你都活不到人口4亿的时候，操心什么,上海,17,6,2161088,248796985905
現世妄執の灵,保密,2024-12-09 04:48:55 北京时间,7,回复 @逃离横滨的乡下人 :按照现在的出生率，可以推算出60年后，还有8亿人口，别说4亿人口，能看到8亿人口就已经很长寿了,河南,17,6,23260833,249222493552
爱撅嘴的兜兜猫,保密,2024-12-10 19:12:04 北京时间,1,回复 @現世妄執の灵 :哈哈，还能活到小90，谢谢友友的祝福[tv_笑哭],中国澳门,17,6,12791201,249366313168
爱撅嘴的兜兜猫,保密,2024-12-10 19:16:57 北京时间,0,回复 @現世妄執の灵 :不过，不能按照现在的负增长人口，假设稳定出生500万，但对应死亡人口以后会达到2000万左右[tv_笑哭]，60年之后估计只有6亿人[tv_笑哭],中国澳门,17,6,12791201,249366364400
爱撅嘴的兜兜猫,保密,2024-12-10 19:17:57 北京时间,2,回复 @TomDarek89 :看你年纪了，如果现在25+，到四亿人口，那是你85+的年纪，其实不用太担心，也该走了,中国澳门,17,6,12791201,249366445136
我们大家都是乐子人,保密,2024-12-10 21:24:18 北京时间,3,回复 @TomDarek89 :你瞎操心什么？你能做救世主啊？,韩国,17,6,119889096,248940854721
我们大家都是乐子人,保密,2024-12-10 21:25:38 北京时间,2,回复 @TomDarek89 :你要是操心，你去生个成千上万也没人管,韩国,17,6,119889096,248940860241
春涧入秋,保密,2024-12-11 10:55:57 北京时间,0,回复 @TomDarek89 : 一年一年改时间很多,陕西,17,5,1966886041,249414845568
Mvp丶小哈,保密,2024-12-12 00:59:23 北京时间,1,回复 @TomDarek89 :你多生点吧，既然这么关心,河南,17,5,38205473,249025817617
咚遪遪,保密,2024-12-12 08:29:12 北京时间,0,明白人,四川,17,5,1942948420,249487210144
萨贝克,保密,2024-12-13 00:56:30 北京时间,1,额，我怎么感觉现在进攻殡葬行业是一个好的切入[辣眼睛],浙江,17,6,85268681,249541252656
ComeFroMercurius,保密,2024-12-22 14:05:27 北京时间,2,回复 @TomDarek89 : 是的，所以我觉得，应该让人口缓慢地下降，另外，生孩子和父母的受教育程度也有关联，受教育程度高的父母自己知道自己是怎么爬到这个位置的，付出了多少努力，所以不想让孩子再受一遍同样的罪，受教育程度低的可能就很无所谓，买基因彩票呗，我个人认为可能这个世界到了后期就是谁能生谁NB的时代，就像法国的黑人那样,北京,17,6,3265803,250401450704
TomDarek89,保密,2024-12-08 06:02:19 北京时间,1,问题从来不是15亿还是4亿，问题在于由奢入简难的问题；当一个社会从15亿掉到4亿的时候，不是社会的大崩溃的时候吗,美国,17,5,1059495114,249142547984
-在-人-间-,保密,2024-12-08 06:08:45 北京时间,17,回复 @TomDarek89 :那也不是你该操心的,甘肃,17,5,315610317,249143028256
TomDarek89,保密,2024-12-08 06:30:28 北京时间,2,回复 @-在-人-间- :那也不用你来管我操心什么,美国,17,5,1059495114,249144764512
clown388,保密,2024-12-08 09:31:08 北京时间,19,回复 @TomDarek89 :你们很多人都以为人口下降那么快吗？14亿变成4亿，差不多要要100年[笑哭]你根本都看不到那个时候,广东,17,4,416156483,248739972545
-在-人-间-,保密,2024-12-08 15:31:26 北京时间,4,回复 @TomDarek89 :这事是操心就能解决的吗？社会到那一步了，人口不可扭转。,甘肃,17,5,315610317,249190230800
逃离横滨的乡下人,男,2024-12-09 03:49:58 北京时间,9,回复 @TomDarek89 :你都活不到人口4亿的时候，操心什么,上海,17,6,2161088,248796985905
現世妄執の灵,保密,2024-12-09 04:48:55 北京时间,7,回复 @逃离横滨的乡下人 :按照现在的出生率，可以推算出60年后，还有8亿人口，别说4亿人口，能看到8亿人口就已经很长寿了,河南,17,6,23260833,249222493552
爱撅嘴的兜兜猫,保密,2024-12-10 19:12:04 北京时间,1,回复 @現世妄執の灵 :哈哈，还能活到小90，谢谢友友的祝福[tv_笑哭],中国澳门,17,6,12791201,249366313168
爱撅嘴的兜兜猫,保密,2024-12-10 19:16:57 北京时间,0,回复 @現世妄執の灵 :不过，不能按照现在的负增长人口，假设稳定出生500万，但对应死亡人口以后会达到2000万左右[tv_笑哭]，60年之后估计只有6亿人[tv_笑哭],中国澳门,17,6,12791201,249366364400
爱撅嘴的兜兜猫,保密,2024-12-10 19:17:57 北京时间,2,回复 @TomDarek89 :看你年纪了，如果现在25+，到四亿人口，那是你85+的年纪，其实不用太担心，也该走了,中国澳门,17,6,12791201,249366445136
我们大家都是乐子人,保密,2024-12-10 21:24:18 北京时间,3,回复 @TomDarek89 :你瞎操心什么？你能做救世主啊？,韩国,17,6,119889096,248940854721
我们大家都是乐子人,保密,2024-12-10 21:25:38 北京时间,2,回复 @TomDarek89 :你要是操心，你去生个成千上万也没人管,韩国,17,6,119889096,248940860241
春涧入秋,保密,2024-12-11 10:55:57 北京时间,0,回复 @TomDarek89 : 一年一年改时间很多,陕西,17,5,1966886041,249414845568
