情绪标签,时间,性别,评论
负面,2024-04-22 14:20:32 北京时间,男,回复 @大不了一丝 : 想多了 如果你没法给家里创造收益或者被家里认为你没能力接手产业 一样没你的份 我父辈两家工厂 我兄弟两人 但是全给我大哥了 为什么？因为我被认为能力不如我大哥 当然了 我大哥也不负众望 接手10年 现在两家工厂变成三家了 我呢？天天蹲家里打游戏 哦 我半年没和家里人一起吃饭了 我所有的饭全是自己做的 并且食材自己买的 钱是自己赚的 怎么赚的？网上做一些活计 没人会问我过的如何 反正父母也不在我这里住 我大哥去年又买了A8 过年生了三胎 所以 为什么要搭理我这个废物弟弟？
中立,2024-04-22 15:47:51 北京时间,保密,哈哈哈哈哈哈哈哈哈！秒懂[doge]
负面,2024-04-22 23:55:30 北京时间,保密,回复 @我是你们的老亚索 :穷人的才叫啃老，有钱人家的叫富二代
负面,2024-04-23 04:27:07 北京时间,保密,回复 @我是你们的老亚索 :谁想啃啊，现在是被逼着啃，不啃二十来岁凭什么在家乡买房买车？四十年的贷款吗？
负面,2024-04-23 07:45:44 北京时间,保密,回复 @霁雪无音 :我还行吧，就是没钱给父母花
中立,2024-04-23 07:46:19 北京时间,保密,回复 @翻滚汤圆r :没办法就是穷，没钱给父母花
中立,2024-04-23 15:17:16 北京时间,保密,回复 @薄利香葱 :一样，
中立,2024-04-23 17:21:29 北京时间,保密,回复 @Allen-Bergs :精辟！[支持][笑哭]
中立,2024-04-24 02:30:46 北京时间,男,回复 @薄利香葱 : 先走出去再说 在家迷茫一点用没有
负面,2024-04-24 07:58:44 北京时间,女,回复 @我是麻中蓬的狗 : 分地区吧，我们这边倒不会说用道德审判啥的，反而是会羡慕有老啃的人。我也不在乎别人的看法，自己过的开心比什么都好
负面,2024-04-24 16:55:59 北京时间,保密,回复 @我是你们的老亚索 :他们有父辈帮衬的，也是另外一种啃老
负面,2024-04-24 19:11:50 北京时间,保密,回复 @玛尔蒂娜 : 确实
中立,2024-04-24 19:27:02 北京时间,保密,回复 @我是麻中蓬的狗 :辞职在家躺半年了，我爸妈挺理解当代年轻人生存环境的，而且对我啃老行为表示无所谓，甚至还找人联系姑娘给我相亲[笑哭]
正面,2024-04-25 02:10:17 北京时间,保密,确实能，我现在每个月会给母亲3000贴家，给父亲1000做零花钱。我打算好好给他们养老，这是我现在活着的唯一信念和责任。
正面,2024-04-25 02:34:30 北京时间,保密,啃老不可耻，可耻的是你没钱生我干嘛
负面,2024-04-25 04:25:59 北京时间,保密,回复 @原力敏 :还是你更可耻哈哈哈
负面,2024-04-25 10:28:11 北京时间,保密,回复 @薄利香葱 :加一现在摆烂
中立,2024-04-27 16:12:44 北京时间,男,我53了，更能体会到
中立,2024-04-28 09:18:33 北京时间,男,我感悟出来了。要是心情不好呀，养儿还可以安慰安慰。
中立,2024-04-29 13:30:25 北京时间,保密,回复 @薄利香葱 : 哈哈，没工作的时候，感觉在他们看来这是该天打雷劈的[嗑瓜子][嗑瓜子]
负面,2024-05-03 03:23:23 北京时间,保密,养老我现在养自己都困难了，我都不知道我还能不能养好父母
负面,2024-05-03 03:48:51 北京时间,保密,回复 @凌繩 :养活自己和父母没问题，但是我连自己的欲望都满足不了，而且还不需要我养
中立,2024-05-03 04:23:44 北京时间,保密,养儿啃老[妙啊]
负面,2024-05-03 10:40:13 北京时间,保密,回复 @我是麻中蓬的狗 : 有钱富二代花天酒地啃老的很多啊 看到有钱人啃老你们那里人还敢瞎议论吗
中立,2024-05-03 10:43:42 北京时间,保密,回复 @我是麻中蓬的狗 : 虚假的啃老是找个普通工作住家里多双碗筷 真实的啃老是负债几百万去大城市买房 当然这些人可以觉得第二种才是有出息 但是掏空了钱包每月还贷的苦谁过谁知道 满足了炫耀后一地鸡毛罢了
中立,2024-05-03 16:49:03 北京时间,男,回复 @薄利香葱 : 不知道干什么的时候，从最基本的需求出发，吃好点，穿好点，考驾照，学爱好，总比什么都不干，强很多。没钱就攒钱，没时间，就留时间。不要考虑别人，先考虑自己。人生可以很复杂，也可以很简单。
正面,2024-05-04 00:43:33 北京时间,保密,一个儿子从出生到死，起码要啃你500万，我们科室的同事喊自己儿子喊吞金兽，可想而之
中立,2024-05-04 09:38:15 北京时间,保密,回复 @薄利香葱 :18岁的时候出来，现在都快十年了都准备回家，在外呆了这么久也只是维持了一份三四千的工作，一年牛马也剩不了多少，不如回家做点自己想做的事，城市太大我想回浪浪山
负面,2024-05-05 02:12:36 北京时间,保密,回复 @我是麻中蓬的狗 : 笑死，买房子买车子结婚才是真正的需要啃老
中立,2024-05-05 09:38:32 北京时间,保密,回复 @我是你们的老亚索 : 虚假的啃老，每天在父母家混吃混喝，不出去工作，没有对象，没有社交；真实的啃老，掏空六个钱包，背上30年房贷，每天早九晚五，天天上班，不敢病不敢休息[脱单doge]
中立,2024-05-06 14:44:15 北京时间,保密,可以的，为啥不可以养儿防老？只要父母闭嘴不喊你努力，不喊你上进，不喊你结婚生娃啥子问题都能解决。因为每一样都在耗光你的财富，让这一切成为泡影。最终生存都会成为奢望
负面,2024-05-11 05:29:02 北京时间,保密,哈哈哈
中立,2024-05-11 22:56:32 北京时间,男,回复 @我是你们的老亚索 : 那也要家里有资源才能啃啊 [笑哭]
中立,2024-05-12 13:14:08 北京时间,保密,回复 @薄利香葱 : 啃老是年轻人对社会现实的无奈，绝非自愿如此。
中立,2024-05-12 13:55:15 北京时间,男,回复 @薄利香葱 : 打工，租个单间，凑台电脑，开摆
中立,2024-05-16 01:57:56 北京时间,保密,未成年是0-18岁，你20多年，刚成年，还用不到你防
负面,2024-05-16 01:58:54 北京时间,保密,回复 @我是麻中蓬的狗 :应该的呀
中立,2024-05-16 02:49:12 北京时间,保密,回复 @玛尔蒂娜 : 你那个叫寄生，废宅，家里蹲，我这种上着班领着微薄工资爆金币买车房结婚的才是啃老[滑稽]
负面,2024-05-16 03:14:08 北京时间,男,回复 @嬉戏喜兮 :无老可啃，只能辛苦买房买车了。恩不过还好，我还完贷款了。
中立,2024-05-17 02:47:09 北京时间,保密,回复 @玛尔蒂娜 :想啃老都得你父母有雄厚的财富累积[吃瓜]，我反正是没资格享受了，我也不想有个逆子来享受我的，不生就是最大的放过
中立,2024-05-25 15:02:19 北京时间,女,"回复 @那蓝真天 :我跟我爸爸聊人口和生育的时候，发现我爸就是这样的心理（如果有孩子的话就算住养老院，护工不敢做得太离谱），所以我们家三个小孩,会不会国家就是指望一部分人抱着这样的心理增加人口，所以不会大力去监管养老院的事情,如果几十年之后，大众坚决不生 养老院需求极大，国家应该会大力去完善养老院相关的制度吧……我想表达的是 也许未来我们不用太担心没后代我们怎么办"
正面,2024-05-27 10:13:58 北京时间,男,对
中立,2024-05-29 06:05:34 北京时间,保密,回复 @玛尔蒂娜 :我现在赚钱都养不起自己。[喜极而泣]
正面,2024-06-02 09:04:02 北京时间,女,曾经批判啃老，现在庆幸有老可以啃，毕竟一个月三千块只够饿不死
负面,2024-06-06 06:53:01 北京时间,保密,回复 @bili_1549400375 :是的哈哈哈
负面,2024-06-10 04:27:41 北京时间,保密,回复 @我是你们的老亚索 :现在没人谈啃老了.有老可啃也是让人眼红的，
正面,2024-06-12 15:43:36 北京时间,保密,你这句话说的精辟
正面,2024-06-17 20:21:21 北京时间,保密,认同
负面,2024-06-18 00:26:55 北京时间,保密,说真的，我连我爸都比不得……我爸癌半年多我出去毕业挣钱被裁了……
中立,2024-06-18 02:34:41 北京时间,保密,回复 @蓝精灵_official :你这个反驳是毫无意义的 ，你无法定义这事
负面,2024-04-19 00:17:27 北京时间,保密,那你有没有思考过一个简单的数学问题，假设所有95前出生的人，都是20岁生育；而所有95后出生的人，都是30岁生日。那么，2015年到2025年的出生人口是多少？人口净增长率是多少？
正面,2024-04-19 03:51:08 北京时间,保密,确实，不是本地人根本不可能知道，我就是北京人，周围家庭的孩子出生数量逐年下滑，原本一堆孩子里只有少数是外地孩子，现在主要都是外地的孩子在外面玩
负面,2024-04-19 03:55:15 北京时间,保密,回复 @惊天殇 : 没看懂你想表达什么，如果是问数据就去百度
正面,2024-04-19 04:07:01 北京时间,保密,上海本地郊区的农村人，村里面几年才会有一个新生儿，各种原因去世的一年反而有好几个，人越来越少。像我90年的小时候还有五六个差不多年龄的玩伴，现在的小孩很少有同龄人从小一起玩到大的，基本都是孤零零一个人，只有在学校里能和同龄人玩
中立,2024-04-19 05:56:37 北京时间,保密,都是山河四省流出来的人口，那些地方以前出生多
负面,2024-04-19 09:48:50 北京时间,女,回复 @今日幸运颜色为粉色 :他说适龄生育人口少
中立,2024-04-20 06:56:14 北京时间,保密,回复 @惊天殇 :有没有一种可能，总和出生率就涵盖了你说的这种问题？[辣眼睛]不管你20岁生育还是30岁生育亦或者40岁生育。
负面,2024-04-20 07:09:19 北京时间,男,回复 @Sodoruigi : 郊区还是人多的吧？
中立,2024-04-20 11:36:19 北京时间,男,回复 @MSC丶Scarlet : 我小学时正是独生子女这一代，三四个村子一个小学，六届，一届50左右学生，全县近30个小学，8000左右小学生，到我们上高中时还有近3000高中生，现在呢，全县小学不到10个[doge]
中立,2024-04-20 12:15:15 北京时间,男,我家这边倒不好说，家里人的思想就是视频里说的那样，每次见面就催对象，每次都拿村上别人家的孩子来比，说多么多么年轻就娶媳妇或嫁人了，烦死了
负面,2024-04-20 15:02:54 北京时间,保密,回复 @往事随风兜兜兜 :我是张江农村的，算城乡结合部吧，我这里租房的外来人口是本地人口的好几倍，更郊区的农村情况也好不到哪去的，上海本来就是独生，人只会越来越少。我周边邻居的小孩户口在我这块地地方的，年纪最小的现在上小学了
中立,2024-04-20 16:03:02 北京时间,保密,回复 @惊天殇 : 谁告诉你所有人都会生育的[疑惑]
负面,2024-04-21 06:40:09 北京时间,保密,作为天津人表示认同，现在很多外地人都看中天津的高考生源，以及较低的落户方式，都选择来这边落户让孩子上学。本身自己身边同学同事很多都不会要二胎，甚至于不想生孩子的也有
中立,2024-04-21 16:48:05 北京时间,保密,都给我狠狠地卷[星星眼]
负面,2024-04-21 16:51:27 北京时间,男,回复 @昨日覆水难收 :上海能允许外地人高考吗？这对本地学生伤害太大了吧
中立,2024-04-21 17:06:43 北京时间,男,回复 @Mo_Mu_Ci :六年前是没有的， 我妹妹还得回老家高考
正面,2024-04-22 01:26:50 北京时间,保密,今年家里面修订族谱，可以看出来的是我家100多口人的家族，在我这一代只有10几个人了，人口出生率肉眼可见的下降
中立,2024-04-22 09:35:33 北京时间,保密,确实，我刚想说，沿海发达城市和一线城市本地人并不愿意生，大多是外来人口在生，外来人口还处在由贫转富的蜜月期
负面,2024-04-22 13:34:57 北京时间,男,上海本地人的生育率我记得是0.7还是0.4来着
负面,2024-04-23 11:18:33 北京时间,保密,所以局部数据没啥意义，得看整体
中立,2024-04-23 14:58:18 北京时间,女,果然也就我们老广比较愿意生娃了[doge]正在考虑二胎
负面,2024-04-24 13:20:57 北京时间,保密,这么和你说吧，京津的不知道，沪的养孩子条件不错的一般最后都要送出去留学，越有钱的送出去越早。我朋友把孩子从高中开始送到国外的，现在已经卖了手头的2套房子了。光靠生意赚钱根本不够孩子留学的钱。已经沦落到卖固定资产了。我估计接下来他应该开始准备卖家里的古董字画了。可是有啥用呢。孩子在国外连个工作也找不到，回来当996打工人？一辈子赚的钱都赚不回花销一半的。有这钱还不如还让孩子从高中开始胡吃海喝玩去。孩子就是钞票粉碎机。在中国养孩子最贵。
正面,2024-04-24 13:49:33 北京时间,保密,我十年前读书时，班里40人里大概3个外地的，现在我同事孩子班里40人有30个外地的，人口是人口，生育率是生育率，更别提上海现在的人口流动率居高不下
中立,2024-04-25 12:44:12 北京时间,保密,回复 @zlongvisual :天津也一样，我家就是把我送海外读本硕，现在回来了一样找不到工作哈哈，只能做一份家里给找的[笑哭]我们这批孩子，惭愧地讲，起点已经比别人高很多了，但那是十几二十年前，谁能想到现在连一大堆海硕或985/211的都在家待岗呢。其实也不是找不到，只是匹配不上家里在我们身上砸下去的辛苦钱，几十上百的达不溜，在国内一辈子可能都赚不回来（而且还996，退一万步咱不要钱，可是请个假回去堂前尽孝都得看老板和调休制度的脸色，唉）
负面,2024-04-25 15:47:54 北京时间,保密,回复 @唧唧复喳喳 : 还真是，身边的老广二胎挺多的，我一个同学都考虑三胎了。无论是现在还是未来，全国养老支柱还得看老广
