情绪标签,时间,性别,评论
中立,2024-04-25 08:12:06 北京时间,保密,前面讲的很好，但后面房价那里不能认同。房子也算你在城市生儿育女的成本啊，这个应该算到成本中！
正面,2024-04-25 08:00:50 北京时间,保密,房价
中立,2024-04-25 07:53:39 北京时间,保密,一定都是美国干的
中立,2024-04-25 06:18:13 北京时间,男,@砸核桃的小脑袋 这下听懂了
正面,2024-04-25 06:09:40 北京时间,保密,当自己的工作都朝不保夕时，谁还敢结婚生子？
中立,2024-04-25 04:54:26 北京时间,男,@光子fx
负面,2024-04-25 01:07:55 北京时间,男,35岁之前月收入能达到5W就生，达不到就不生[OK]，反正三代贫农
负面,2024-04-24 15:29:55 北京时间,女,有人急了，那我就不急了[doge]
负面,2024-04-24 14:06:45 北京时间,保密,"孝顺不是因果吗？不是契约吗？怎么就成了绑架年轻人呢？,父母进了扶养义务，才有权利要求赡养义务。,人最弱势的时期是童年和老年，不是因为没有资源，而是因为没有自理能力。就必须别人相互帮助，所以，人是最重要的。"
正面,2024-04-24 13:55:11 北京时间,保密,我说不出高大上的内容也不会做分析，但是我个人感觉就是累，觉得生了孩子没有精力对她负责没有金钱给她好的生活
负面,2024-04-24 12:02:17 北京时间,保密,[来古-注意]
正面,2024-04-24 07:32:00 北京时间,保密,房产、资金、社会信息资源都集中40岁以上的老人身上，让他们去生就好了。
